qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,ssend,evalue,bitscore,consensus,qcov,Taxon
OTU_261,KC561106.1.1500,98.589,1488,13,6,10,1492,8,1492,0,2625,isoCon,99.6639784946236,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_262,EU526290.1.1405,99.004,1405,10,2,32,1432,1,1405,0,2514,isoCon,99.7153024911032,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;Peptoniphilus duerdenii
OTU_262,FM872625.1.1479,98.962,1445,11,2,1,1441,3,1447,0,2582,isoCon,99.7231833910035,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_262,GQ029932.1.1347,99.034,1346,8,3,1,1342,3,1347,0,2409,isoCon,99.702823179792,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_262,HM318571.1.1347,98.96,1346,9,3,1,1342,3,1347,0,2403,isoCon,99.702823179792,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_262,JF138673.1.1348,98.589,1347,13,4,1,1342,3,1348,0,2377,isoCon,99.6288047512992,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_262,JF175680.1.1348,99.035,1347,7,4,1,1342,3,1348,0,2410,isoCon,99.6288047512992,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_262,JF192357.1.1349,97.923,1348,21,5,1,1342,3,1349,0,2327,isoCon,99.5548961424332,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_262,JF193810.1.1347,98.739,1348,8,7,1,1342,3,1347,0,2386,isoCon,99.5548961424332,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_262,JF223941.1.1349,98.664,1347,13,3,1,1342,3,1349,0,2383,isoCon,99.6288047512992,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_262,KF101692.1.1349,97.923,1348,21,5,1,1342,3,1349,0,2327,isoCon,99.5548961424332,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_263,FLQT01000003.46.1553,97.481,1469,28,8,1,1463,18,1483,0,2499,isoCon,99.5915588835943,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_263,FLQT01000003.189534.191041,98.226,1466,23,2,1,1463,18,1483,0,2560,isoCon,99.7953615279673,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_263,GY147996.1.1417,98.027,1419,21,6,21,1434,1,1417,0,2459,isoCon,99.6476391825229,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;unidentified
OTU_263,HK241575.1.1453,98.9,1454,8,7,4,1450,1,1453,0,2593,isoCon,99.5185694635488,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;unidentified
OTU_263,JF113984.1.1349,97.409,1351,28,6,4,1349,1,1349,0,2294,isoCon,99.6299037749815,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_263,JF239508.1.1349,99.407,1349,5,2,4,1349,1,1349,0,2444,isoCon,99.7776130467013,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_263,LT598577.1.1491,97.89,1469,22,8,1,1463,18,1483,0,2532,isoCon,99.5915588835943,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;Peptoniphilus urinimassiliensis
OTU_264,AB008206.1.1556,100,1499,0,0,3,1501,12,1510,0,2769,isoCon,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_264,AF243170.1.1508,99.462,1488,5,3,15,1501,1,1486,0,2700,isoCon,99.9327956989247,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_264,AF257096.1.1518,99.866,1491,2,0,11,1501,1,1491,0,2743,isoCon,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_264,AF257097.1.1518,100,1491,0,0,11,1501,1,1491,0,2754,isoCon,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_264,DQ333457.1.1517,99.864,1474,1,1,28,1501,19,1491,0,2710,isoCon,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_264,EF120374.1.1550,100,1501,0,0,1,1501,9,1509,0,2772,isoCon,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_264,FM874250.1.1516,99.262,1491,11,0,11,1501,1,1491,0,2693,isoCon,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
OTU_264,FN692037.445456.447007,100,1501,0,0,1,1501,11,1511,0,2772,isoCon,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_264,FN692037.1669931.1671482,99.933,1501,1,0,1,1501,11,1511,0,2767,isoCon,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_264,HQ716720.1.1496,99.66,1469,2,3,34,1501,13,1479,0,2682,isoCon,99.931926480599,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_265,AY995254.1.1368,98.604,1361,9,8,11,1363,4,1362,0,2399,isoCon,99.4121969140338,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera
OTU_265,HK694367.4.1552,99.465,1495,2,4,1,1490,23,1516,0,2712,isoCon,99.6655518394649,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera;unidentified
OTU_267,EU427463.1.1403,99.715,1403,2,2,50,1450,1,1403,0,2567,isoCon,99.8574483250178,Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella;Gemella asaccharolytica
OTU_268,CALI02000005.143.1657,99.597,1489,2,2,1,1485,5,1493,0,2713,isoCon,99.7313633310947,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Fenollaria;Fenollaria massiliensis
OTU_268,CP027242.522408.523948,98.928,1492,6,6,1,1485,13,1501,0,2658,isoCon,99.5308310991957,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Fenollaria;Peptostreptococcaceae bacterium
OTU_268,CP027242.678515.680055,99.194,1489,8,2,1,1485,13,1501,0,2680,isoCon,99.7313633310947,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Fenollaria;Peptostreptococcaceae bacterium
OTU_268,CP027242.1043560.1045100,99.597,1489,2,2,1,1485,13,1501,0,2713,isoCon,99.7313633310947,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Fenollaria;Peptostreptococcaceae bacterium
OTU_268,CP027242.1570710.1572250,99.328,1489,6,2,1,1485,13,1501,0,2691,isoCon,99.7313633310947,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Fenollaria;Peptostreptococcaceae bacterium
OTU_268,CZPW01000007.475510.477025,98.323,1491,18,5,1,1485,5,1494,0,2608,isoCon,99.5975855130785,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Fenollaria;Tissierellia bacterium
OTU_268,CZPW01000009.402220.403735,97.453,1492,29,5,1,1485,5,1494,0,2536,isoCon,99.5308310991957,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Fenollaria;Tissierellia bacterium
OTU_268,DQ532342.1.1490,98.187,1489,19,6,1,1483,4,1490,0,2599,isoCon,99.597044996642,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Fenollaria
OTU_268,EF071399.1.1511,97.453,1492,30,6,1,1486,11,1500,0,2538,isoCon,99.597855227882,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Fenollaria
OTU_268,JF159717.1.1355,98.821,1357,9,5,17,1368,1,1355,0,2410,isoCon,99.6315401621223,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Fenollaria
OTU_269,AB538433.1.1488,99.524,1470,1,4,1,1464,13,1482,0,2671,isoCon,99.5918367346939,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus;Anaerococcus hydrogenalis
OTU_269,AB691575.1.1488,97.279,1470,34,4,1,1464,13,1482,0,2488,isoCon,99.5918367346939,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus;Anaerococcus vaginalis
OTU_269,ABXA01000039.540.2054,99.524,1470,1,4,1,1464,13,1482,0,2671,isoCon,99.5918367346939,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus;Anaerococcus hydrogenalis
OTU_269,CAGU01000064.57.1563,97.347,1470,33,4,1,1464,13,1482,0,2494,isoCon,99.5918367346939,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus
OTU_269,CWHU01000004.388967.390473,98.163,1470,21,4,1,1464,13,1482,0,2560,isoCon,99.5918367346939,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus
OTU_269,FAVH01000003.432564.434070,97.009,1471,36,6,1,1464,13,1482,0,2466,isoCon,99.524133242692,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus;Anaerococcus rubeinfantis
OTU_269,FM873903.1.1478,98.016,1462,22,5,9,1464,1,1461,0,2532,isoCon,99.5896032831737,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus
OTU_269,HM021465.1.1431,98.025,1418,20,6,20,1431,6,1421,0,2457,isoCon,99.5768688293371,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus
OTU_270,DQ986463.1.1394,99.354,1394,5,2,57,1446,1,1394,0,2527,isoCon,99.7130559540889,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;Peptoniphilus asaccharolyticus
OTU_270,GQ006447.1.1346,98.586,1344,17,1,1,1342,3,1346,0,2375,isoCon,99.8511904761905,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_270,HM021370.1.1433,98.585,1413,13,5,13,1420,4,1414,0,2492,isoCon,99.6461429582449,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_270,HM021422.1.1424,98.732,1419,9,7,10,1424,5,1418,0,2512,isoCon,99.7181113460183,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_270,HM021447.1.1430,98.172,1422,14,8,13,1424,6,1425,0,2471,isoCon,99.2967651195499,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_270,Y07839.1.1476,98.217,1458,21,3,1,1454,3,1459,0,2543,isoCon,99.7256515775034,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;Peptoniphilus harei
OTU_271,AF243160.1.1509,98.793,1491,14,3,21,1508,1,1490,0,2651,isoCon,99.7987927565392,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
OTU_271,AF243161.1.1512,98.861,1492,13,3,21,1508,1,1492,0,2658,isoCon,99.7319034852547,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus jensenii
OTU_271,AF243176.1.1496,99.258,1482,6,4,34,1511,1,1481,0,2671,isoCon,99.7300944669366,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus jensenii
OTU_271,AY958934.1.1556,99.406,1514,6,2,1,1511,13,1526,0,2743,isoCon,99.8018494055482,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
OTU_271,AY958973.1.1516,98.138,1504,24,3,1,1500,13,1516,0,2619,isoCon,99.7340425531915,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
OTU_271,CP018809.500868.502438,99.339,1514,7,2,1,1511,12,1525,0,2737,isoCon,99.8018494055482,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus jensenii
OTU_271,CP018809.1347636.1349206,99.273,1514,8,2,1,1511,12,1525,0,2732,isoCon,99.8018494055482,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus jensenii
OTU_271,CP018809.1516019.1517589,99.472,1514,5,2,1,1511,12,1525,0,2748,isoCon,99.8018494055482,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus jensenii
OTU_271,Y18654.1.1421,99.368,1423,3,4,26,1444,1,1421,0,2573,isoCon,99.7189037245257,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus fornicalis
OTU_272,AB547639.1.1489,99.525,1474,3,2,1,1470,10,1483,0,2680,isoCon,99.7286295793758,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella;[Bacteroides] coagulans
OTU_272,AY169425.1.1500,98.509,1476,12,8,1,1470,23,1494,0,2595,isoCon,99.5934959349593,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella;Finegoldia magna
OTU_272,GQ043033.1.1362,98.457,1361,15,4,1,1356,3,1362,0,2392,isoCon,99.6326230712711,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella
OTU_272,GQ130119.1.1468,98.771,1465,5,11,10,1470,1,1456,0,2593,isoCon,99.7269624573379,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella
OTU_272,HF558387.1.1473,99.456,1471,3,3,1,1466,3,1473,0,2667,isoCon,99.6600951733515,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella;[Bacteroides] coagulans
OTU_272,HM021401.1.1445,99.298,1424,5,3,17,1436,13,1435,0,2569,isoCon,99.7191011235955,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella
OTU_272,HM021504.1.1440,98.956,1437,5,8,9,1441,3,1433,0,2562,isoCon,99.7216423103688,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella
OTU_272,HM266694.1.1361,98.676,1360,13,3,1,1356,3,1361,0,2407,isoCon,99.7058823529412,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella
OTU_272,JF175448.1.1359,98.75,1360,10,5,1,1356,3,1359,0,2410,isoCon,99.7058823529412,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella
OTU_272,JF176204.1.1361,98.53,1361,13,5,1,1356,3,1361,0,2398,isoCon,99.6326230712711,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella
OTU_273,AY958937.1.1514,99.318,1466,6,2,1,1462,33,1498,0,2649,isoCon,99.7271487039563,Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Fastidiosipila
OTU_273,AY995270.1.1330,99.466,1312,3,2,21,1328,13,1324,0,2381,isoCon,99.6951219512195,Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Fastidiosipila
OTU_273,GQ037144.1.1360,98.818,1354,10,4,1,1348,7,1360,0,2407,isoCon,99.5568685376662,Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Fastidiosipila
OTU_273,HM334799.1.1356,98.522,1353,12,6,1,1348,7,1356,0,2381,isoCon,99.6304508499631,Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Fastidiosipila
OTU_273,HM340943.1.1356,98.299,1352,17,4,1,1348,7,1356,0,2364,isoCon,99.7041420118343,Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Fastidiosipila
OTU_274,AB729072.1.1487,97.103,1450,37,3,1,1445,8,1457,0,2440,isoCon,99.6551724137931,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_274,AY323523.1.1481,97.147,1437,36,3,14,1445,1,1437,0,2422,isoCon,99.652052887961,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_274,CP009761.556932.558467,97.103,1450,37,3,1,1445,17,1466,0,2440,isoCon,99.6551724137931,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_274,CP031971.1225745.1227274,97.034,1450,38,3,1,1445,17,1466,0,2435,isoCon,99.6551724137931,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_274,CP031971.1657990.1659519,97.103,1450,37,3,1,1445,17,1466,0,2440,isoCon,99.6551724137931,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_274,HE681344.1.1515,97.655,1450,29,3,1,1445,9,1458,0,2484,isoCon,99.6551724137931,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas
OTU_274,LSDF01000011.85.1597,99.655,1449,1,2,1,1445,8,1456,0,2645,isoCon,99.7239475500345,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas
OTU_275,LSCW01000063.37.1552,99.519,1455,2,4,1,1450,11,1465,0,2643,isoCon,99.6563573883162,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Tissierellia bacterium
OTU_276,AM696714.1.1480,97.003,1468,30,11,1,1459,1,1463,0,2459,isoCon,99.3869209809264,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_276,FLQT01000003.189534.191041,97.129,1463,38,3,1,1459,21,1483,0,2466,isoCon,99.7265892002734,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_276,GU938836.1.1465,99.521,1461,2,4,1,1457,6,1465,0,2654,isoCon,99.7262149212868,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;Peptoniphilus coxii
OTU_276,HM021409.1.1446,99.359,1403,3,5,27,1425,26,1426,0,2536,isoCon,99.7148966500356,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_276,HM279057.1.1349,97.929,1352,18,9,1,1345,1,1349,0,2333,isoCon,99.4822485207101,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_276,JF128240.1.1349,97.189,1352,28,9,1,1345,1,1349,0,2278,isoCon,99.4822485207101,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_276,JF196718.1.1348,97.267,1354,22,12,1,1345,1,1348,0,2281,isoCon,99.3353028064993,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_277,AY995269.1.1366,99.041,1356,8,4,10,1362,2,1355,0,2427,isoCon,99.7787610619469,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister
OTU_277,LSDR01000051.85.1641,99.6,1499,3,2,1,1496,23,1521,0,2732,isoCon,99.7998665777185,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister;Veillonellaceae bacterium
OTU_278,AB008209.1.1566,99.403,1508,6,2,1,1505,21,1528,0,2732,isoCon,99.8010610079576,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus gasseri
OTU_278,AF519171.72.1643,99.469,1508,5,2,1,1505,27,1534,0,2737,isoCon,99.8010610079576,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus gasseri
OTU_278,AP018549.1601191.1602759,99.602,1508,3,2,1,1505,24,1531,0,2748,isoCon,99.8010610079576,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus paragasseri
OTU_278,CP000413.1579997.1581575,99.469,1508,5,2,1,1505,32,1539,0,2737,isoCon,99.8010610079576,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus gasseri
OTU_278,CP006803.1621536.1623115,99.403,1508,6,2,1,1505,27,1534,0,2732,isoCon,99.8010610079576,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus gasseri
OTU_278,CP006803.1850533.1852112,99.469,1508,5,2,1,1505,27,1534,0,2737,isoCon,99.8010610079576,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus gasseri
OTU_278,CP021427.443898.445482,99.602,1508,3,2,1,1505,32,1539,0,2748,isoCon,99.8010610079576,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus gasseri
OTU_278,CP024781.568275.569827,99.204,1508,9,2,1,1505,21,1528,0,2715,isoCon,99.8010610079576,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus johnsonii
OTU_278,HE573914.1.1529,99.466,1497,5,2,12,1505,3,1499,0,2717,isoCon,99.7995991983968,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus gasseri
OTU_278,JQ805637.1.1609,99.469,1508,5,2,1,1505,60,1567,0,2737,isoCon,99.8010610079576,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus gasseri
OTU_279,AM696714.1.1480,97.137,1467,30,9,11,1469,1,1463,0,2470,isoCon,99.4546693933197,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_279,FLQT01000003.189534.191041,97.284,1473,36,3,1,1469,11,1483,0,2495,isoCon,99.7284453496266,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_279,GU938836.1.1465,99.454,1466,3,4,6,1467,1,1465,0,2658,isoCon,99.7271487039563,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;Peptoniphilus coxii
OTU_279,HM021409.1.1446,99.43,1403,2,5,37,1435,26,1426,0,2542,isoCon,99.7148966500356,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_279,HM279057.1.1349,97.929,1352,18,9,11,1355,1,1349,0,2333,isoCon,99.4822485207101,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_279,JF128240.1.1349,97.189,1352,28,9,11,1355,1,1349,0,2278,isoCon,99.4822485207101,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_279,JF196718.1.1348,97.267,1354,22,12,11,1355,1,1348,0,2281,isoCon,99.3353028064993,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_280,AB547693.1.1480,99.389,1473,9,0,1,1473,4,1476,0,2671,isoCon,100,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 7;Prevotella melaninogenica
OTU_280,AB547694.1.1479,99.389,1473,9,0,1,1473,3,1475,0,2671,isoCon,100,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 7;Prevotella melaninogenica
OTU_280,AP018049.365748.367275,99.185,1473,12,0,1,1473,20,1492,0,2654,isoCon,100,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 7;Prevotella melaninogenica
OTU_280,AP018049.1431991.1433518,99.117,1473,13,0,1,1473,20,1492,0,2649,isoCon,100,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 7;Prevotella melaninogenica
OTU_280,AP018049.1636808.1638335,99.321,1473,10,0,1,1473,20,1492,0,2665,isoCon,100,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 7;Prevotella melaninogenica
OTU_280,AP018050.266909.268436,99.321,1473,10,0,1,1473,20,1492,0,2665,isoCon,100,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 7;Prevotella melaninogenica
OTU_280,AY323525.1.1506,99.387,1468,9,0,6,1473,1,1468,0,2663,isoCon,100,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 7;Prevotella melaninogenica
OTU_280,CP022040.419385.420918,99.457,1473,8,0,1,1473,24,1496,0,2676,isoCon,100,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 7;Prevotella melaninogenica
OTU_280,CP022041.124826.126359,99.389,1473,9,0,1,1473,24,1496,0,2671,isoCon,100,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 7;Prevotella melaninogenica
OTU_280,FM996451.1.1474,99.185,1473,9,3,1,1472,4,1474,0,2651,isoCon,99.9321113374067,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 7
OTU_281,AB673373.1.1489,99.522,1465,2,3,1,1460,19,1483,0,2662,isoCon,99.6587030716723,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus;Anaerococcus lactolyticus
OTU_281,ABYO01000217.14.1442,99.499,1396,2,3,70,1460,1,1396,0,2534,isoCon,99.6418338108882,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus;Anaerococcus lactolyticus
OTU_281,AF542233.1.1411,99.504,1411,2,3,24,1429,1,1411,0,2562,isoCon,99.6456413890858,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus;Anaerococcus lactolyticus
OTU_281,AY958800.1.1502,97.27,1465,34,4,1,1460,23,1486,0,2479,isoCon,99.6587030716723,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus
